name,price,status,shipping,free_returns,items_sold
Xbox 360 Games *M - Z*💥Buy 3 Get 1 Free💥Free Shipping On Orders Over $35💥,400,Pre-Owned,400,True,
Nintendo Switch In Box UseGames! You Pick & Choose! Over 20 available!,1500,Pre-Owned,0,False,
Pokemon Home All 905 Complete Dex Shiny Sword Shield Diamond Pearl Arceus,250,Brand New,0,False,71
Sprigatito Egg/Level 1 for Scarlet Violet (Read Descritpion),249,Brand New,0,True,
Marvel's Avengers - PlayStation 4 Brand New (UNOPENED) Factory Sealed,999,Brand New,0,False,
"LEGO Star Wars: The Skywalker Saga Standard Edition - Nintendo Switch, Ninten...",,Brand New,0,False,
"It Takes Two - PlayStation 4, PlayStation 5",,Brand New,0,False,
✨ SHINY CHARCADET ✨ 6IV ✨ Pokemon Scarlet & Violet,264,Brand New,0,False,203
Mario Kart 8 Deluxe Nintendo Switch - Brand New Free Shipping!,4824,Brand New,0,True,
✨ Shiny Charcadet ✨6IV✨Pokemon Scarlet & Violet | Fast Delivery!,264,Brand New,1,False,91
Nintendo Gamecube Games Complete Fun You Pick & Choose Video Game Good Titles,991,Pre-Owned,0,True,
Shiny 6/6IV Iron Valiant POKEMON SCARLET/VIOLET-Brand New-Fast Delivery,499,Brand New,0,False,
Pokemon HeartGold SoulSilver Platinum Diamond Pearl Game Card For 3DS 2DS DS XL,1899,Brand New,0,False,37
SET OF 3 Castlevania GBA Bundle TESTED,2499,Brand New,0,True,51
Shiny 6IV Adamant Imposter Ditto Ability Patch Pokémon Scarlet/Violet READ ME***,407,Brand New,0,True,117
✨Ultimate Shiny Full Pokedex Gen 1-8 | Pokemon Home | COMPLETE,999,Brand New,0,False,699
Fallout 4 Game of the Year Edition GOTY - Microsoft Xbox One - NEW SEALED!,1199,Brand New,0,True,26
Tokyo 2020 Olympic Games - Nintendo Switch Sega Game NEW SEALED,1299,Brand New,0,False,
"Mythical Pokémon Marshadow Event Code, Sword/Shield, MESSAGED. Read Description",599,Brand New,0,False,28
